marca,modelo,cod_fipe,Combus,novo_g,med16g,med15g,med14g,med13g,med12g,med11g,med10g,med09g,med08g,med07g,med06g,med05g,med04g,med03g,med02g,med01g,med00g,med99g,med98g,med97g,med96g,med95g,med94g,med93g,med92g,med91g,med90g,med89g,med88g,med87g,med86g,med85g,num_passag
Fiat,Strada LX 1.6 16V CE,001113-4,GGG,,,,,,,,,,,,,,,,16535,15485,14799,12648,,,,,,,,,,,,,,,00002
Fiat,Strada LX 1.6 mpi 16V,001091-0,GGG,,,,,,,,,,,,,,,,,14725,13172,12588,,,,,,,,,,,,,,,00002
Fiat,Strada Sporting 1.8 Flex 16V CE,001335-8,GGG,,,,,,33100,31852,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trek. M. March. 1.6 Flex 16V CE,001406-0,GGG,,,,,39877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CE,001233-5,GGG,,,,,,30622,27989,25989,24863,22740,22055,21033,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.4 mpi Fire Flex 8V CS,001232-7,GGG,,,,,,26193,24201,23374,22587,21395,20712,19489,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.6 16V Flex CD,001388-9,GGG,58775,52578,48376,45748,38843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Trekking 1.6 16V Flex CE,001387-0,GGG,,,,,33465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.6 16V Flex CS,001386-2,GGG,,,,,30903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.6 16V LOCKER Flex  CD,001441-9,GGG,60823,53807,51986,47582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Trekking 1.6 mpi,001090-1,GGG,,,,,,,,,,,,,,,,,,12217,11391,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.8 mpi Flex 8V CE,001218-1,GGG,,,,,,,,27723,26852,23414,22525,21789,18670,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Trekking 1.8 mpi Flex 8V CS,001217-3,GGG,,,,,,29985,28999,26302,24296,22834,21301,19834,18835,16548,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working 1.4 mpi Fire Flex 8V CD,001293-9,GGG,51242,45495,43596,42257,38470,35668,34600,32734,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Working 1.4 mpi Fire Flex 8V CE,001292-0,GGG,44869,39605,38341,37022,31568,30452,29120,26033,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working 1.4 mpi Fire Flex 8V CS,001291-2,GGG,41420,37149,35676,32637,27944,26096,24814,23134,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working 1.6 mpi 16V CE,001148-7,GGG,,,,,,,,,,,,,,,,,13993,,,,,,,,,,,,,,,,,00003
Fiat,Strada Working 1.6 mpi 16V CS,001164-9,GGG,,,,,,,,,,,,,,,,14969,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working 1.8 mpi 8v 103cv CE,001188-6,GGG,,,,,,,,,,,,,,18573,15762,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working 1.8 mpi 8V 103cv CS,001187-8,GGG,,,,,,,,,,,,,,15319,14449,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working Celeb.1.4 Fire Flex 8V CD,001391-9,GGG,56522,47795,44284,40879,36877,35534,33622,32229,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Working Celeb.1.4 Fire Flex 8V CE,001390-0,GGG,50067,43149,38454,35478,31492,30231,28961,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Working Celeb.1.4 Fire Flex 8V CS,001389-7,GGG,46551,39650,35318,32123,29126,27274,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Working HARD 1.4 Fire Flex 8V CD,001431-1,GGG,56557,48035,44365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Strada Working HARD 1.4 Fire Flex 8V CE,001432-0,GGG,50486,43303,38800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada Working HARD 1.4 Fire Flex 8V CS,001433-8,GGG,46810,39774,35961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Strada/ Strada Working 1.5 mpi 8V CE,001122-3,GGG,,,,,,,,,,,,,,,,15822,13960,13522,12185,,,,,,,,,,,,,,,00002
Fiat,Strada/ Strada Working 1.5 mpi 8V CE,001122-3,AAA,,,,,,,,,,,,,,16770,15368,14827,14144,13390,12383,,,,,,,,,,,,,,,00002
Fiat,Strada/ Strada Working 1.5 mpi 8V CS,001089-8,GGG,,,,,,,,,,,,,,,,14580,14014,12524,12071,,,,,,,,,,,,,,,00002
Fiat,Strada/ Strada Working 1.5 mpi 8V CS,001089-8,AAA,,,,,,,,,,,,,,15421,14931,14147,13442,11139,9665,,,,,,,,,,,,,,,00002
Fiat,Tempra 2.0 i.e 16V 2p e 4p,001037-5,GGG,,,,,,,,,,,,,,,,,,,,,,7135,6725,6066,,,,,,,,,,00005
Fiat,Tempra 2.0 i.e 16V 2p e 4p,001037-5,AAA,,,,,,,,,,,,,,,,,,,,,,7022,5952,,,,,,,,,,,00005
Fiat,Tempra 2.0 i.e. 8V 2p e 4p,001092-8,GGG,,,,,,,,,,,,,,,,,,,,,,6943,6717,6191,,,,,,,,,,00005
Fiat,Tempra 2.0 i.e. 8V 2p e 4p,001092-8,AAA,,,,,,,,,,,,,,,,,,,,,,6884,5838,,,,,,,,,,,00005
Fiat,Tempra 2.0 mpi 16V,001093-6,GGG,,,,,,,,,,,,,,,,,,,9303,,,,,,,,,,,,,,,00005
Fiat,Tempra 8V/ City 8V,001102-9,GGG,,,,,,,,,,,,,,,,,,,8090,,,,,,,,,,,,,,,00005
Fiat,Tempra HLX 2.0 16V 4p,001042-1,GGG,,,,,,,,,,,,,,,,,,,10362,8351,8044,7760,,,,,,,,,,,,00005
Fiat,Tempra Ouro 16V 2p e 4p,001040-5,GGG,,,,,,,,,,,,,,,,,,,,,,7563,7054,6584,5010,,,,,,,,,00005
Fiat,Tempra Ouro 16V 2p e 4p,001040-5,AAA,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,,,,,,,00005
Fiat,Tempra Ouro/Prata 2.0 2p e 4p,001038-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,5888,4914,4652,,,,,,,,00005
Fiat,Tempra Stile 2.0 i.e. Turbo 4p,001044-8,GGG,,,,,,,,,,,,,,,,,,,,10603,9148,8870,7793,,,,,,,,,,,00005
Fiat,Tempra SW SLX 2.0 i.e.,001058-8,GGG,,,,,,,,,,,,,,,,,,,,,7270,6953,6725,,,,,,,,,,,00005
Fiat,Tempra SX 2.0 16V 4p,001041-3,GGG,,,,,,,,,,,,,,,,,,,,8388,7658,6945,,,,,,,,,,,,00005
Fiat,Tempra SX 2.0 i.e. 8V 4p,001039-1,GGG,,,,,,,,,,,,,,,,,,,9556,7966,7512,6049,,,,,,,,,,,,00005
Fiat,Tempra Turbo 2.0 i.e. 2p,001043-0,GGG,,,,,,,,,,,,,,,,,,,,,8842,8088,7770,7095,,,,,,,,,,00005
Fiat,Tipo 1.6 i.e. 2p e 4p,001059-6,GGG,,,,,,,,,,,,,,,,,,,,,,,6575,5684,4658,,,,,,,,,00005
Fiat,Tipo 1.6 mpi 4p,001045-6,GGG,,,,,,,,,,,,,,,,,,,,,6160,5969,,,,,,,,,,,,00005
Fiat,Tipo 2.0 16V 2p/4p,001061-8,GGG,,,,,,,,,,,,,,,,,,,,,,,8361,,,,,,,,,,,00005
Fiat,Tipo 2.0 SLX 4p,001062-6,GGG,,,,,,,,,,,,,,,,,,,,,,7078,6518,5591,,,,,,,,,,00005
Fiat,Uno 1.6 mpi 2p e 4p,001054-5,GGG,,,,,,,,,,,,,,,,,,,,,9108,8679,7928,7560,,,,,,,,,,00005
Fiat,Uno 1.6R mpi / 1.6R / 1.5R,001055-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,8739,7599,6723,6441,6149,5429,4294,3872,,,00005
Fiat,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 2p,001348-0,GGG,,,,,,23824,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ATTRACTI. Celeb.1.4 EVO F.Flex 8V 4p,001308-0,GGG,,,,,,25282,23810,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ATTRACTIVE 1.0 EVO Fire Flex 8V 5p,001424-9,GGG,36327,31576,29351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p,001347-1,GGG,,,,,,23107,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 4p,001304-8,GGG,,,,,,25012,23460,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno City / Smart City 1.0 4p,001094-4,GGG,,,,,,,,,,,,,,,,,9622,8737,8478,,,,,,,,,,,,,,,00005
Fiat,Uno City / Smart City 1.0 4p,001094-4,AAA,,,,,,,,,,,,,,,,,9061,8588,7828,,,,,,,,,,,,,,,00005
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,001051-0,GGG,,,,,,,,,,,,,,,,,,,,,8125,7181,6296,6062,5845,5590,5415,4944,4259,4114,3919,3649,3181,00005
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 /1.3,001051-0,AAA,,,,,,,,,,,,,,,,,,,,,,7000,6451,,,,,,,,,,,00005
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,001052-9,GGG,,,,,,,,,,,,,,,,,,,,,,8139,7212,6781,6554,,,,,,,,,00005
Fiat,Uno CS/Top/Sport 1.5 i.e. / 1.5 4p,001052-9,AAA,,,,,,,,,,,,,,,,,,,,,,7200,6762,,,,,,,,,,,00005
Fiat,Uno CSL 1.6 4p (Argentino),001053-7,GGG,,,,,,,,,,,,,,,,,,,,,,,,,6957,6041,5695,,,,,,,00005
Fiat,UNO ECONOMY 1.4 EVO Fire Flex 8V 2p  ,001366-8,GGG,,,,,24547,21759,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ECONOMY 1.4 EVO Fire Flex 8V 4p      ,001367-6,GGG,,,,28140,26477,25679,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 2p  ,001368-4,GGG,,,,,24136,22592,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO ECONOMY Celeb. 1.4 EVO F. Flex 8V 4p          ,001369-2,GGG,,,,27579,25933,24933,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO EVOLUTION 1.4 Fire Flex 8V 5p ,001425-7,GGG,41488,37378,35060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO Furgão 1.0 Fire Flex 8V 3p,001430-3,GGG,37460,31738,28961,25455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00002
Fiat,Uno Furgão 1.3 mpi Fire/ Fire Flex 8V,001203-3,GGG,,,,,19676,17285,16302,14733,14281,13495,12639,11599,10949,10343,8996,,,,,,,,,,,,,,,,,,,00002
Fiat,Uno Furgão 1.5 mpi/i.e.,001021-9,GGG,,,,,,,,,,,,,,,,10350,8890,7927,7301,6645,5612,5409,4780,4443,4144,,,,,,,,,00002
Fiat,Uno Furgão 1.5 mpi/i.e.,001021-9,AAA,,,,,,,,,,,,,,,,,,,,,,4938,4368,,,,,,,,,,,00002
Fiat,Uno Furgão 1.5/ 1.3,001049-9,GGG,,,,,,,,,,,,,,,,,,,,,,,,,4200,3685,3467,3114,2854,2732,,,,00002
Fiat,Uno Mille  ELX  2p e 4p,001048-0,GGG,,,,,,,,,,,,,,,,,,,,,8463,8054,7407,7156,,,,,,,,,,00005
Fiat,Uno Mille 1.0 Electronic 4p,001047-2,GGG,,,,,,,,,,,,,,,,,,,,,,8044,7354,7124,5900,,,,,,,,,00005
Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 2p,001161-4,GGG,,,,,16988,16201,15612,15087,14157,13666,12915,12080,11440,10914,10230,9005,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,001162-2,GGG,,,,,20303,19330,17858,16868,16020,15417,14516,14040,12908,11448,11052,10500,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille 1.0/ i.e./ Electronic/  Brio,001046-4,GGG,,,,,,,,,,,,,,,,,,,,,7038,6812,6562,6119,5920,5659,5202,4217,,,,,,00005
Fiat,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 2p,001264-5,GGG,,,,,22197,20573,18022,17179,16109,,,,,,,,,,,,,,,6183,,,,,,,,,,00005
Fiat,Uno Mille Celeb. WAY ECON. 1.0 F.Flex 4p,001265-3,GGG,,,,,23102,21060,20026,18307,16984,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 2p,001245-9,GGG,,,,,21992,18970,17682,16057,15577,14338,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille Celeb/Celeb.ECON 1.0 F.Flex 4p,001246-7,GGG,,,,,22384,20688,18452,17323,16707,15897,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille EP 2p e 4p,001064-2,GGG,,,,,,,,,,,,,,,,,,,,,7651,7362,,,,,,,,,,,,00005
Fiat,Uno Mille Grazie 1.0 Fire Flex 8v 4p,001415-0,GGG,,,,,26320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille SX 2p e 4p,001020-0,GGG,,,,,,,,,,,,,,,,,,,,8138,7833,7394,,,,,,,,,,,,00005
Fiat,Uno Mille SX Young 1.0 IE,001103-7,GGG,,,,,,,,,,,,,,,,,,,7948,7694,,,,,,,,,,,,,,00005
Fiat,Uno Mille SX Young 1.0 IE,001103-7,AAA,,,,,,,,,,,,,,,,,,,7441,6780,,,,,,,,,,,,,,00005
Fiat,UNO MILLE WAY ECO.XINGU 1.0 F.Flex 8v 5p,001393-5,GGG,,,,,24421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 2p,001262-9,GGG,,,,,19636,18847,16951,16184,15483,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille WAY ECONOMY 1.0 F.Flex 4p,001263-7,GGG,,,,,23100,22415,20857,17934,16989,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,Uno Mille/ Mille EX/ Smart 2p,001018-9,GGG,,,,,,,,,,,,,,,,9741,9051,8745,8395,8020,6943,,,,,,,,,,,,,00005
Fiat,Uno Mille/ Mille EX/ Smart 2p,001018-9,AAA,,,,,,,,,,,,,,10011,9646,9153,8855,8230,7434,7002,,,,,,,,,,,,,,00005
Fiat,Uno Mille/ Mille EX/ Smart 4p,001137-1,GGG,,,,,,,,,,,,,,,,,10018,9003,8622,8069,7520,,,,,,,,,,,,,00005
Fiat,Uno Mille/ Mille EX/ Smart 4p,001137-1,AAA,,,,,,,,,,,,,,12101,10562,10242,9338,8918,7982,,,,,,,,,,,,,,,00005
Fiat,Uno S 1.5 i.e. / 1.5 / 1.3/ SX 1.3,001050-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,6982,6491,5805,5599,5114,4706,4469,3681,3450,2932,00005
Fiat,UNO SPORT.INTERLAGOS 1.4 EVO F.Flex 8v  ,001396-0,GGG,,,,32479,30666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO SPORTING 1.4 EVO Fire Flex 8V 2p,001351-0,GGG,,,,,,26078,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO SPORTING 1.4 EVO Fire Flex 8V 4p,001341-2,GGG,43668,39290,37460,32464,30088,27270,25125,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO SPORTING Dualogic 1.4 EVO Flex 8V 4p,001428-1,GGG,47085,43261,40889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fiat,Uno Turbo 1.4 i.e. 2p,001056-1,GGG,,,,,,,,,,,,,,,,,,,,,,13715,11336,11000,,,,,,,,,,00005
Fiat,UNO VIVACE 1.0 EVO Fire Flex 8V 3p,001343-9,GGG,29024,26032,24300,22986,20584,19882,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO VIVACE Celeb. 1.0 EVO F. Flex 8V 3p,001344-7,GGG,34026,29410,27070,24721,23193,22245,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO VIVACE Celeb. 1.0 EVO F.Flex 8V 5p,001307-2,GGG,36148,31820,29360,26105,25320,23336,22566,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO VIVACE College 1.0 EVO FireFlex 5p,001401-0,GGG,,,,27753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO VIVACE ITALIA 1.0 EVO F. Flex 8V 5p,001436-2,GGG,35138,,29100,,26327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO VIVACE/RUA 1.0 EVO Fire Flex 8V 5p,001303-0,GGG,31455,28853,26997,26120,24723,23087,21537,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY 1.0 EVO Fire Flex 8V 2p,001345-5,GGG,,,,,22019,21230,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY 1.0 EVO Fire Flex 8V 5p,001305-6,GGG,37033,32710,31281,27109,25433,24299,22790,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY 1.4 EVO Dualogic Flex 8V 5p,001427-3,GGG,44880,40240,38511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY 1.4 EVO Fire Flex 8V 2p,001349-8,GGG,,,,,24754,22227,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY 1.4 EVO Fire Flex 8V 5p,001306-4,GGG,41881,38010,34820,29492,28271,25614,24375,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 2p,001346-3,GGG,,,,,,22918,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY Celeb. 1.0 EVO Fire Flex 8V 5p,001309-9,GGG,35919,,29225,28322,26537,24954,23410,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 2p,001350-1,GGG,,,,,,24896,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY Celeb. 1.4 EVO Fire Flex 8V 5p,001310-2,GGG,,,,30947,29256,27191,24908,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY RIO 450 1.0 EVO Flex 8V 5p,001440-0,GGG,37673,31545,28758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY XINGU 1.0 EVO F.Flex 8V 5P,001394-3,GGG,,,,28458,27114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fiat,UNO WAY XINGU 1.4 EVO F.Flex 8V 5p,001395-1,GGG,,,,31523,30385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Fibravan,Buggy Off Road 1.8 8V,067004-9,GGG,41575,,34354,30911,28645,24906,21233,19687,17059,,,,,,,,,,,,,,,,,,,,,,,,,00004
Fibravan,Buggy Plus 1.6 8V,067001-4,GGG,38074,,29566,28108,26915,24675,19854,15654,14456,13250,12708,12274,10824,10196,9369,7602,7334,7102,6764,5886,5626,5394,5210,4871,4676,4367,4197,4046,3892,,,,,00004
Fibravan,Buggy Vip 1.6 8V Total Flex,067003-0,GGG,42261,,35138,31688,29565,25678,22517,19779,18853,17484,16022,,,,,,,,,,,,,,,,,,,,,,,00004
Fibravan,Buggy Vip 1.8 8V,067002-2,GGG,40660,,32182,29788,28155,24890,20773,19394,16325,15682,14260,13289,,,,,,,,,,,,,,,,,,,,,,00004
Ford,Aerostar Mini-Van 3.8,003118-6,GGG,,,,,,,,,,,,,,,,,,,,,,,16590,14520,13955,13381,12911,12372,,,,,,00007
Ford,Aspire 1.3,003152-6,GGG,,,,,,,,,,,,,,,,,,,,,,,5511,,,,,,,,,,,00005
Ford,Belina GL 1.8 / 1.6,003021-0,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4185,4005,00005
Ford,Belina L 1.8/ 1.6,003020-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459,3349,00005
Ford,Club Wagon V8,003119-4,GGG,,,,,,,,,,,,,,,,,,,,,,,28734,24273,18215,,,,,,,,,00016
Ford,Club Wagon XLT 4.9 V6,003120-8,GGG,,,,,,,,,,,,,,,,,,,,,,30458,28656,,,,,,,,,,,00016
Ford,Contour SE/ GL/ LX  2.0 16V,003121-6,GGG,,,,,,,,,,,,,,,,,,,,,,,10835,,,,,,,,,,,00005
Ford,Contour SE/GL/ LX 2.5 24V,003122-4,GGG,,,,,,,,,,,,,,,,,,,,,,,12207,,,,,,,,,,,00005
Ford,Corcel II GL/GT,003129-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704,3418,00005
Ford,Corcel II L,003128-3,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3443,2860,00005
Ford,Courier 1.3i/Furgão,003001-5,GGG,,,,,,,,,,,,,,,,,,11418,10996,9486,8622,,,,,,,,,,,,,00002
Ford,Courier 1.6 L/ 1.6 Flex,003139-9,GGG,,,,,26528,23452,20874,19633,18319,17310,16745,15825,15207,14659,14071,13630,12691,12211,,,,,,,,,,,,,,,,00002
Ford,Courier CLX 1.4i 16V,003002-3,GGG,,,,,,,,,,,,,,,,,,,11260,10647,,,,,,,,,,,,,,00002
Ford,Courier Si 1.4i 16V,003003-1,GGG,,,,,,,,,,,,,,,,,,11712,11106,10465,9423,,,,,,,,,,,,,00002
Ford,Courier Sport 1.6 8v,003231-0,GGG,,,,,,,,,,,,,,,,,13790,,,,,,,,,,,,,,,,,00002
Ford,Courier Van 1.6/ 1.6 Flex 8V  ( Carga ),003312-0,GGG,,,,,,25312,24160,23085,19592,18651,16888,,,,,,,,,,,,,,,,,,,,,,,00002
Ford,Courier XL/XL-RS 1.6/ XL 1.6 Flex,003140-2,GGG,,,,,31888,27455,24420,23094,21970,19966,19310,18187,16444,15958,15367,14866,14297,13681,,,,,,,,,,,,,,,,00002
Ford,Crown Victoria LX 4.6,003153-4,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,17096,14797,,,,,,,00006
Ford,Del Rey Belina Ghia,003135-6,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,6037,5306,5084,4879,4326,3933,,00005
Ford,Del Rey Belina GL,003133-0,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103,,,00005
Ford,Del Rey Belina GLX,003134-8,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,5517,5291,4948,4123,3664,,,00005
Ford,Del Rey Belina L,003132-1,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,5209,4502,4188,4034,3629,,,00005
Ford,Del Rey Ghia 1.8 / 1.6 2p e 4p,003025-2,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,7326,7055,5499,5245,4995,4269,3223,00005
Ford,Del Rey GLX 1.6/1.8 / GL 1.6/1.8 2p e 4p,003024-4,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,7017,6478,5368,5022,4613,3974,3037,00005
Ford,Del Rey L 1.8 / 1.6 2p e 4p,003023-6,GGG,,,,,,,,,,,,,,,,,,,,,,,,,,,4754,4459,3872,3664,3108,2619,2455,00005
Ford,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p,003285-9,GGG,,,,,,39437,35596,33989,31445,30511,26468,22860,22091,21355,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport FREESTYLE 1.6 16V Flex 5p,003367-7,GGG,70551,63412,58447,53656,50438,37612,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport FREESTYLE 1.6 16V Flex 5p Aut.,003420-7,GGG,75213,66728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport FREESTYLE 2.0 16V 4WD Flex 5p,003391-0,GGG,80180,68312,64927,57210,55201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport FREESTYLE 2.0 16V Flex 5p,003369-3,GGG,,,,53408,50005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport FREESTYLE 2.0 16V Flex 5p Aut.,003407-0,GGG,72780,,64496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport S 1.6 16V Flex 5p,003365-0,GGG,56649,,50923,49218,46421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport SE 1.6 16V Flex 5p Aut.,003419-3,GGG,69761,62717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport SE 1.6 16V Flex 5p Mec.,003366-9,GGG,64232,57191,54585,50819,47891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport SE 2.0 16V Flex 5p Aut.,003373-1,GGG,74566,66192,59812,55621,52668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport TITANIUM 1.6 16V Flex 5p,003368-5,GGG,72900,,61324,56583,52711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport TITANIUM 2.0 16V Flex 5p,003370-7,GGG,74606,,67706,60580,54453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport TITANIUM 2.0 16V Flex 5p Aut.,003374-0,GGG,82964,73278,68225,60678,57041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XL 1.6/ 1.6 Flex 8V 5p,003268-9,GGG,,,,,,37207,32350,30573,28075,26446,24015,23190,21495,20788,20113,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XL Supercharger 1.0 8V 95cv 5p,003267-0,GGG,,,,,,,,,,,,23183,20799,20101,19203,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLS 1.6/ 1.6 Flex 8V 5p,003269-7,GGG,,,,,,37223,32451,30674,29047,27941,24693,23475,22110,21433,20202,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLS 2.0/2.0 Flex 16V 5p Aut.,003319-7,GGG,,,,,,39230,35410,32755,30965,29565,26021,,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p,003303-0,GGG,,,,,,,,,,,25568,24411,,,,,,,,,,,,,,,,,,,,,,00005
Ford,EcoSport XLT 1.6/ 1.6 Flex 8V 5p,003270-0,GGG,,,,,,39234,34825,32216,30451,29510,25410,23710,22876,21894,21233,,,,,,,,,,,,,,,,,,,00005
